instance_id,sol_time,status,tour,objective,gap
TSP167,15.344720602035522,2,0-8-13-7-3-12-1-11-5-9-2-6-10-4-14-0,9855.0,0.0
TSP147,0.17504358291625977,2,0-2-1-7-4-5-6-3-0,4961.0,0.0
TSP145,0.020502567291259766,2,0-2-4-1-5-3-0,4407.0,0.0
TSP138,1.2903740406036377,2,0-9-1-2-6-3-10-8-5-4-7-11-0,11075.0,0.0
TSP69,0.0768892765045166,2,0-7-6-5-3-4-2-1-0,406.0,0.0
TSP20,0.5505173206329346,2,0-3-1-7-10-5-6-8-4-9-2-0,698.0,0.0
TSP154,7.066589593887329,2,0-8-3-12-14-2-4-5-7-9-13-10-6-11-1-0,4594.0,0.0
TSP128,26.24272346496582,2,0-5-14-13-6-8-9-10-12-11-7-3-4-2-1-0,15749.0,0.0
TSP12,44.14122772216797,2,0-7-8-9-10-11-12-13-14-15-6-5-4-3-2-1-0,26870.0,0.0
TSP107,0.05848884582519531,2,0-2-6-4-1-5-3-0,14443.0,0.0
TSP84,0.3725740909576416,2,0-6-8-5-2-7-4-1-3-9-0,5214.0,0.0
TSP153,46.828667640686035,2,0-2-9-11-6-3-1-13-8-5-12-4-10-7-0,7091.0,0.0
TSP14,0.013651847839355469,2,0-3-1-2-4-0,487.0,0.0
TSP86,1.3906095027923584,2,0-6-8-2-3-10-5-9-7-11-4-1-0,6141.0,0.0
TSP166,40.37521958351135,2,0-3-5-1-7-6-4-11-9-12-2-13-10-8-0,9346.0,0.0
TSP148,0.2582564353942871,2,0-6-8-3-1-5-7-2-4-0,5710.0,0.0
TSP94,0.10825896263122559,2,0-1-6-2-4-5-3-0,8011.0,0.0
TSP9,1.9241340160369873,2,0-1-2-3-4-5-6-7-8-12-11-10-9-0,27007.0,0.0
TSP46,0.46302008628845215,2,0-2-4-9-10-6-7-8-5-3-1-0,6608.0,0.0
TSP59,0.619398832321167,2,0-1-2-6-7-9-8-10-3-4-5-0,428.0,0.0
TSP185,0.04821491241455078,2,0-6-5-2-3-4-1-0,157.0,0.0
TSP163,0.5747404098510742,2,0-6-9-4-10-5-7-8-1-2-3-0,9284.0,0.0
TSP159,0.042661190032958984,2,0-3-6-1-4-5-2-0,6368.0,0.0
TSP105,0.014495372772216797,2,0-1-3-2-4-0,4639.0,0.0
TSP93,0.020186901092529297,2,0-4-1-5-3-2-0,8408.0,0.0
TSP90,75.3127019405365,2,0-8-1-15-11-7-12-6-14-4-9-2-5-13-3-10-0,6616.0,0.0
TSP162,0.47952985763549805,2,0-1-6-5-3-4-8-9-7-2-0,9964.0,0.0
TSP111,1.0491065979003906,2,0-10-5-6-8-4-9-1-3-7-2-0,16020.0,0.0
TSP137,0.7178828716278076,2,0-2-6-8-10-1-5-7-4-9-3-0,9744.0,0.0
TSP146,0.05878758430480957,2,0-4-2-6-5-3-1-0,5852.0,0.0
TSP64,56.363866090774536,2,0-1-2-3-4-10-9-7-6-5-8-15-12-11-13-14-0,550.0,0.0
TSP100,2.1876590251922607,2,0-7-1-2-5-4-12-8-3-10-11-6-9-0,9834.0,0.0
TSP120,0.08764362335205078,2,0-1-4-6-5-3-2-0,13843.0,0.0
TSP35,5.267623424530029,2,0-2-3-4-9-8-10-11-12-6-7-5-1-0,44370.0,0.0
TSP61,2.6270077228546143,2,0-2-9-10-11-12-7-8-6-4-3-5-1-0,453.0,0.0
TSP28,0.03522515296936035,2,0-3-4-5-1-2-0,23613.0,0.0
TSP175,0.5009419918060303,2,0-1-3-5-8-7-9-6-4-2-0,1116.0,0.0
TSP18,0.25044727325439453,2,0-2-7-3-6-5-8-1-4-0,593.0,0.0
TSP34,1.4105563163757324,2,0-2-4-5-6-3-11-9-10-8-7-1-0,48336.0,0.0
TSP152,1.964463233947754,2,0-9-10-11-4-8-2-7-3-5-6-12-1-0,6137.0,0.0
TSP23,12.75487232208252,2,0-1-12-6-9-10-4-11-3-2-5-8-13-7-0,647.0,0.0
TSP71,0.25068044662475586,2,0-1-6-9-5-4-8-3-2-7-0,1085.0,0.0
TSP102,19.57662272453308,2,0-1-12-3-7-9-2-8-13-10-6-14-5-4-11-0,10400.0,0.0
TSP98,1.2264108657836914,2,0-1-4-10-5-3-2-6-7-9-8-0,9721.0,0.0
TSP184,0.021134138107299805,2,0-2-5-4-3-1-0,108.0,0.0
TSP87,4.407415390014648,2,0-10-11-7-12-9-3-6-4-5-1-8-2-0,6421.0,0.0
TSP129,129.0776128768921,2,0-3-2-1-6-12-7-4-5-11-13-8-10-14-15-9-0,14913.0,0.0
TSP37,17.31911039352417,2,0-4-5-6-7-10-8-9-11-12-13-14-3-2-1-0,53051.0,0.0
TSP144,0.013701438903808594,2,0-4-2-3-1-0,3989.0,0.0
TSP10,7.785438537597656,2,0-8-7-9-10-11-12-13-6-5-3-4-1-2-0,24178.0,0.0
TSP19,0.6388893127441406,2,0-3-4-7-6-8-9-5-2-1-0,726.0,0.0
TSP72,0.5489959716796875,2,0-5-4-10-9-8-7-6-3-2-1-0,1101.0,0.0
TSP95,0.11126303672790527,2,0-5-6-2-7-3-1-4-0,10328.0,0.0
TSP176,0.789160966873169,2,0-2-5-4-9-10-8-6-7-3-1-0,1105.0,0.0
TSP74,4.3647284507751465,2,0-2-11-1-7-12-6-3-4-5-10-9-8-0,895.0,0.0
TSP126,1.8294627666473389,2,0-2-3-5-9-8-11-10-12-7-6-4-1-0,12258.0,0.0
TSP135,0.18782901763916016,2,0-1-2-4-5-8-6-3-7-0,8626.0,0.0
TSP141,33.68885397911072,2,0-10-3-4-14-6-9-12-5-7-11-13-2-1-8-0,10849.0,0.0
TSP25,73.82237982749939,2,0-2-1-6-4-5-11-10-15-12-14-9-13-7-8-3-0,862.0,0.0
TSP139,4.495471000671387,2,0-5-11-10-8-9-3-6-12-2-4-1-7-0,9685.0,0.0
TSP40,0.013336658477783203,2,0-1-3-4-2-0,4057.0,0.0
TSP130,55.69947910308838,2,0-1-2-3-9-8-7-4-5-6-10-14-16-15-13-12-11-0,15170.0,0.0
TSP156,13.688191890716553,2,0-10-15-12-3-7-6-8-11-16-13-5-4-2-9-14-1-0,6947.0,0.0
TSP194,58.830466747283936,2,0-3-8-14-12-15-13-9-5-2-10-6-7-11-1-4-0,228.0,0.0
TSP3,0.07709813117980957,2,0-1-2-5-6-4-3-0,23007.0,0.0
TSP112,2.695237874984741,2,0-9-4-2-11-10-5-6-3-7-8-1-0,10357.0,0.0
TSP49,12.110845804214478,2,0-3-4-5-6-7-8-9-11-12-13-10-2-1-0,7816.0,0.0
TSP190,2.6072607040405273,2,0-4-6-3-9-2-7-8-11-10-5-1-0,241.0,0.0
TSP29,0.05951857566833496,2,0-6-5-4-3-2-1-0,35488.0,0.0
TSP83,0.2584242820739746,2,0-7-2-5-3-4-1-6-8-0,4830.0,0.0
TSP70,0.10625481605529785,2,0-2-8-5-6-3-4-1-7-0,1047.0,0.0
TSP6,0.4260389804840088,2,0-6-7-8-9-4-5-3-2-1-0,21156.0,0.0
TSP22,12.135673999786377,2,0-8-9-3-7-12-4-5-6-11-10-2-1-0,845.0,0.0
TSP63,3.5712034702301025,2,0-3-2-1-6-7-8-13-11-12-9-10-14-5-4-0,370.0,0.0
TSP165,1.3331844806671143,2,0-3-5-11-2-12-8-1-7-9-10-4-6-0,9719.0,0.0
TSP68,0.06198620796203613,2,0-4-6-5-2-1-3-0,663.0,0.0
TSP191,1.1651368141174316,2,0-8-7-1-5-11-12-4-3-10-6-2-9-0,296.0,0.0
TSP15,0.030559539794921875,2,0-3-4-5-1-2-0,596.0,0.0
TSP186,0.16229605674743652,2,0-1-5-3-7-2-6-4-0,206.0,0.0
TSP161,0.20612382888793945,2,0-2-4-1-8-5-3-7-6-0,8624.0,0.0
TSP51,247.34619855880737,2,0-1-2-3-4-5-6-8-7-11-12-13-15-14-10-9-0,7835.0,0.0
TSP109,0.2787818908691406,2,0-8-4-7-1-2-3-6-5-0,9948.0,0.0
TSP110,0.7091569900512695,2,0-2-3-7-9-8-4-6-1-5-0,14738.0,0.0
TSP2,0.031101465225219727,2,0-2-3-4-5-1-0,24238.0,0.0
TSP142,439.83848547935486,2,0-4-8-15-6-5-11-12-14-1-9-7-10-2-3-13-0,9845.0,0.0
TSP101,10.0999915599823,2,0-9-2-12-3-5-4-10-13-1-11-8-7-6-0,9973.0,0.0
TSP89,182.236989736557,2,0-3-13-6-12-9-4-5-7-14-11-1-8-2-10-0,5857.0,0.0
TSP73,2.7297542095184326,2,0-1-2-3-10-9-8-11-7-6-5-4-0,1169.0,0.0
TSP33,0.8013675212860107,2,0-10-9-8-7-6-5-3-4-1-2-0,41722.0,0.0
TSP117,83.21199440956116,2,0-1-5-3-15-10-4-9-7-8-6-13-14-2-11-12-16-0,11789.0,0.0
TSP192,20.007582426071167,2,0-9-4-1-6-7-2-3-8-11-12-5-13-10-0,168.0,0.0
TSP36,53.956398725509644,2,0-2-1-10-13-12-11-3-4-5-7-8-9-6-0,39802.0,0.0
TSP21,3.4060914516448975,2,0-1-2-7-11-5-6-3-8-9-10-4-0,854.0,0.0
TSP178,2.34480619430542,2,0-1-2-3-4-5-7-9-10-8-12-11-6-0,1436.0,0.0
TSP143,364.54473996162415,2,0-15-6-11-3-8-2-12-14-10-13-5-9-4-7-1-16-0,9824.0,0.0
TSP155,138.32399702072144,2,0-7-12-4-10-6-14-2-1-11-8-15-9-5-13-3-0,6449.0,0.0
TSP24,18.272987604141235,2,0-9-12-14-13-6-5-2-1-4-8-3-7-11-10-0,691.0,0.0
TSP75,24.030828714370728,2,0-11-10-9-7-8-6-4-5-3-13-2-1-12-0,1147.0,0.0
TSP131,0.029889583587646484,2,0-1-3-4-2-0,7670.0,0.0
TSP38,373.1847970485687,2,0-5-4-9-8-7-10-6-11-12-13-14-3-2-1-15-0,54236.0,0.0
TSP181,47.16810417175293,2,0-1-4-3-5-9-10-13-14-15-12-11-8-7-6-2-0,1172.0,0.0
TSP4,0.30968165397644043,2,0-5-4-6-7-3-2-1-0,23815.0,0.0
TSP31,0.3513166904449463,2,0-1-2-4-3-7-8-6-5-0,45159.0,0.0
TSP115,36.291741609573364,2,0-4-13-12-2-10-3-14-9-5-1-7-8-11-6-0,12846.0,0.0
TSP140,14.120144128799438,2,0-7-10-11-5-6-13-3-4-2-8-9-1-12-0,9680.0,0.0
TSP13,987.5620303153992,2,0-1-2-3-4-5-6-7-9-8-16-15-10-11-13-14-12-0,29214.0,0.0
TSP169,696.9730854034424,2,0-12-6-3-15-8-14-2-5-4-1-9-11-13-16-10-7-0,11058.0,0.0
TSP116,176.10908699035645,2,0-1-15-8-4-3-7-6-10-2-14-13-5-11-9-12-0,18526.0,0.0
TSP172,0.09125328063964844,2,0-2-3-5-6-4-1-0,1153.0,0.0
TSP17,0.5412638187408447,2,0-6-5-2-1-4-3-7-0,589.0,0.0
TSP41,0.07014846801757812,2,0-3-5-4-2-1-0,3788.0,0.0
TSP118,0.011816024780273438,2,0-4-3-2-1-0,11174.0,0.0
TSP150,0.6862521171569824,2,0-8-3-2-10-4-6-7-5-9-1-0,4767.0,0.0
TSP53,0.017206192016601562,2,0-1-4-3-2-0,285.0,0.0
TSP32,0.48558998107910156,2,0-2-1-3-8-9-7-6-4-5-0,46108.0,0.0
TSP8,1.5298173427581787,2,0-1-2-3-4-5-11-10-9-8-7-6-0,26446.0,0.0
TSP96,0.28769636154174805,2,0-4-7-2-1-5-6-8-3-0,10172.0,0.0
TSP80,0.02907252311706543,2,0-5-1-4-2-3-0,4903.0,0.0
TSP123,0.35814404487609863,2,0-3-1-6-2-4-5-9-8-7-0,13933.0,0.0
TSP58,0.5381453037261963,2,0-3-5-4-7-6-9-8-2-1-0,381.0,0.0
TSP187,0.11414718627929688,2,0-2-4-5-6-3-1-8-7-0,205.0,0.0
TSP65,40.5784478187561,2,0-1-2-4-3-5-6-10-9-15-16-13-12-14-7-11-8-0,512.0,0.0
TSP78,37.86950945854187,2,0-1-15-3-6-5-4-9-10-8-11-13-12-14-7-2-16-0,1254.0,0.0
TSP189,0.7680377960205078,2,0-9-4-10-7-6-3-8-1-2-5-0,183.0,0.0
TSP119,0.03412628173828125,2,0-2-5-4-3-1-0,10839.0,0.0
TSP91,233.96396136283875,2,0-13-3-12-7-8-14-2-16-6-4-15-9-5-10-1-11-0,6775.0,0.0
TSP122,0.20607686042785645,2,0-2-1-3-4-7-5-8-6-0,10793.0,0.0
TSP30,0.13785576820373535,2,0-1-2-7-6-5-4-3-0,49913.0,0.0
TSP170,0.012700796127319336,2,0-2-4-3-1-0,947.0,0.0
TSP92,0.01546788215637207,2,0-4-1-3-2-0,5778.0,0.0
TSP133,0.07552099227905273,2,0-5-1-2-4-6-3-0,7036.0,0.0
TSP7,0.7888538837432861,2,0-3-4-5-6-7-8-10-9-2-1-0,26314.0,0.0
TSP47,1.8936774730682373,2,0-5-9-11-10-8-6-7-4-3-2-1-0,7406.0,0.0
TSP76,7.2851855754852295,2,0-2-13-14-6-9-10-11-8-5-7-4-3-1-12-0,1259.0,0.0
TSP1,0.02228379249572754,2,0-1-2-4-3-0,23612.0,0.0
TSP180,42.95866775512695,2,0-1-2-5-10-11-14-13-12-9-8-7-6-4-3-0,1223.0,0.0
TSP121,0.3685281276702881,2,0-4-2-1-3-7-6-5-0,11312.0,0.0
TSP114,46.546512603759766,2,0-8-1-2-3-7-6-12-5-10-9-11-13-4-0,19542.0,0.0
TSP151,1.8668677806854248,2,0-9-6-10-11-8-2-1-4-5-3-7-0,5494.0,0.0
TSP103,221.67353749275208,2,0-1-12-4-5-7-9-14-11-3-8-10-2-13-6-15-0,10975.0,0.0
TSP168,421.4373302459717,2,0-6-8-13-10-15-2-4-3-5-11-1-14-7-12-9-0,10422.0,0.0
TSP171,0.08914446830749512,2,0-3-5-4-2-1-0,957.0,0.0
TSP173,0.22297453880310059,2,0-2-4-6-7-5-3-1-0,1171.0,0.0
TSP134,0.14268732070922852,2,0-1-2-6-4-3-5-7-0,8270.0,0.0
TSP113,14.028963804244995,2,0-10-1-12-6-9-7-3-2-11-5-8-4-0,8491.0,0.0
TSP11,50.42451453208923,2,0-8-9-10-11-12-13-14-7-6-5-4-3-2-1-0,28673.0,0.0
TSP50,42.985456466674805,2,0-3-4-2-1-7-10-13-12-11-9-8-14-6-5-0,7875.0,0.0
TSP57,0.19920849800109863,2,0-4-6-5-7-8-2-1-3-0,330.0,0.0
TSP193,1.7004189491271973,2,0-5-7-3-4-8-14-6-9-1-13-12-2-10-11-0,238.0,0.0
TSP160,0.36372947692871094,2,0-6-4-3-7-2-5-1-0,8022.0,0.0
TSP66,0.016642332077026367,2,0-1-2-3-4-0,636.0,0.0
TSP56,0.25570201873779297,2,0-3-5-4-7-6-2-1-0,328.0,0.0
TSP81,0.14559531211853027,2,0-1-6-3-5-4-2-0,5703.0,0.0
TSP179,15.46784257888794,2,0-3-4-8-9-11-12-13-10-6-7-5-2-1-0,1313.0,0.0
TSP88,14.479017496109009,2,0-13-3-2-9-5-6-10-8-4-1-12-11-7-0,6103.0,0.0
TSP99,2.034557342529297,2,0-8-10-4-9-7-11-6-5-2-3-1-0,9740.0,0.0
TSP62,25.74449348449707,2,0-2-3-4-7-6-5-13-12-11-8-10-9-1-0,478.0,0.0
TSP77,58.86284565925598,2,0-4-5-8-10-13-9-11-12-14-7-6-2-15-1-3-0,1315.0,0.0
TSP195,370.3298354148865,2,0-7-3-14-6-8-12-2-13-4-15-5-16-9-1-11-10-0,257.0,0.0
TSP79,0.018791675567626953,2,0-2-3-1-4-0,5277.0,0.0
TSP39,38.69595646858215,2,0-12-13-16-15-14-11-10-5-4-6-8-9-7-3-2-1-0,58275.0,0.0
TSP127,14.581942319869995,2,0-1-5-4-2-3-10-11-9-8-12-13-7-6-0,14665.0,0.0
TSP164,1.8019721508026123,2,0-7-2-10-11-6-1-3-4-8-9-5-0,10462.0,0.0
TSP16,0.07602453231811523,2,0-1-3-6-2-4-5-0,753.0,0.0
TSP85,0.5779268741607666,2,0-1-6-7-10-9-5-2-8-3-4-0,6345.0,0.0
TSP106,0.030399799346923828,2,0-3-4-5-2-1-0,3733.0,0.0
TSP5,0.23370695114135742,2,0-2-3-4-5-8-7-6-1-0,27049.0,0.0
TSP157,0.01766061782836914,2,0-4-2-3-1-0,5450.0,0.0
TSP26,20.509674787521362,2,0-13-6-14-12-2-5-4-8-3-16-7-15-11-10-9-1-0,942.0,0.0
TSP52,115.97535634040833,2,0-3-4-6-7-8-10-9-16-14-15-13-12-11-5-1-2-0,7418.0,0.0
TSP158,0.027959108352661133,2,0-5-1-3-4-2-0,7364.0,0.0
TSP67,0.03837156295776367,2,0-4-3-2-5-1-0,779.0,0.0
TSP125,1.9860925674438477,2,0-4-6-2-3-7-9-10-8-11-5-1-0,14105.0,0.0
TSP104,13.987587451934814,2,0-6-12-5-14-8-15-16-10-4-3-2-13-1-7-11-9-0,9734.0,0.0
TSP149,0.481860876083374,2,0-3-4-1-2-6-5-7-9-8-0,5823.0,0.0
TSP54,0.03676795959472656,2,0-2-5-4-3-1-0,174.0,0.0
TSP60,2.072678565979004,2,0-4-10-7-8-9-11-5-6-3-2-1-0,413.0,0.0
TSP45,0.6669518947601318,2,0-2-5-6-7-9-8-4-3-1-0,6788.0,0.0
TSP27,0.016717910766601562,2,0-4-3-2-1-0,38457.0,0.0
TSP183,0.01143026351928711,2,0-4-2-3-1-0,154.0,0.0
TSP44,0.2495265007019043,2,0-2-4-6-8-7-1-5-3-0,7453.0,0.0
TSP97,0.47876787185668945,2,0-3-4-2-9-8-1-6-7-5-0,8301.0,0.0
TSP188,0.5550692081451416,2,0-8-5-9-3-2-4-7-1-6-0,155.0,0.0
TSP177,1.2904233932495117,2,0-1-4-6-7-8-9-10-11-5-2-3-0,1263.0,0.0
TSP43,0.23814010620117188,2,0-2-6-7-4-3-5-1-0,6774.0,0.0
TSP124,2.698765277862549,2,0-4-8-9-10-7-5-6-2-3-1-0,13632.0,0.0
TSP48,17.5370991230011,2,0-3-6-10-11-9-12-8-7-5-4-2-1-0,7651.0,0.0
TSP182,42.15095496177673,2,0-2-1-4-6-9-11-12-10-14-15-16-13-8-7-5-3-0,1364.0,0.0
TSP136,0.6885025501251221,2,0-6-2-5-8-9-4-1-3-7-0,9887.0,0.0
TSP108,0.11348795890808105,2,0-2-4-3-5-1-7-6-0,3333.0,0.0
TSP55,0.07201170921325684,2,0-1-2-6-4-5-3-0,331.0,0.0
TSP132,0.03346729278564453,2,0-5-3-2-1-4-0,9630.0,0.0
TSP82,0.2242746353149414,2,0-2-4-7-3-6-5-1-0,5606.0,0.0
TSP42,0.06371498107910156,2,0-1-2-4-5-6-3-0,6079.0,0.0
TSP174,0.2499094009399414,2,0-3-4-5-7-8-6-1-2-0,997.0,0.0
